2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02220,2.0
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02210,2.2
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02200,2.4
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02195,2.6
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02190,2.8
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02170,1.0
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02175,1.1
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02180,1.2
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02185,1.3
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02188,1.4
2020/03/17 17:01:24.884492,BTC/USDT,bid,43050.0,0.15
2020/03/17 17:01:24.884492,BTC/USDT,bid,43020.0,0.20
2020/03/17 17:01:24.884492,BTC/USDT,bid,42990.0,0.25
2020/03/17 17:01:24.884492,BTC/USDT,bid,42950.0,0.30
2020/03/17 17:01:24.884492,BTC/USDT,ask,42870.0,0.10
2020/03/17 17:01:24.884492,BTC/USDT,ask,42900.0,0.12
2020/03/17 17:01:24.884492,BTC/USDT,ask,42920.0,0.14
2020/03/17 17:01:24.884492,BTC/USDT,ask,42940.0,0.16
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000045,500000.0
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000044,600000.0
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000043,700000.0
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000042,800000.0
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000036,200000.0
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000037,250000.0
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000038,300000.0
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000039,350000.0
2020/03/17 17:01:30.000000,ETH/BTC,bid,0.02230,2.0
2020/03/17 17:01:30.000000,ETH/BTC,bid,0.02220,2.2
2020/03/17 17:01:30.000000,ETH/BTC,bid,0.02210,2.4
2020/03/17 17:01:30.000000,ETH/BTC,bid,0.02200,2.6
2020/03/17 17:01:30.000000,ETH/BTC,bid,0.02195,2.8
2020/03/17 17:01:30.000000,ETH/BTC,ask,0.02175,1.0
2020/03/17 17:01:30.000000,ETH/BTC,ask,0.02180,1.1
2020/03/17 17:01:30.000000,ETH/BTC,ask,0.02185,1.2
2020/03/17 17:01:30.000000,ETH/BTC,ask,0.02190,1.3
2020/03/17 17:01:30.000000,BTC/USDT,bid,43100.0,0.15
2020/03/17 17:01:30.000000,BTC/USDT,bid,43070.0,0.20
2020/03/17 17:01:30.000000,BTC/USDT,bid,43040.0,0.25
2020/03/17 17:01:30.000000,BTC/USDT,bid,43010.0,0.30
2020/03/17 17:01:30.000000,BTC/USDT,ask,42920.0,0.10
2020/03/17 17:01:30.000000,BTC/USDT,ask,42950.0,0.12
2020/03/17 17:01:30.000000,BTC/USDT,ask,42980.0,0.14
2020/03/17 17:01:30.000000,DOGE/BTC,bid,0.00000046,500000.0
2020/03/17 17:01:30.000000,DOGE/BTC,bid,0.00000045,600000.0
2020/03/17 17:01:30.000000,DOGE/BTC,bid,0.00000044,700000.0
2020/03/17 17:01:30.000000,DOGE/BTC,bid,0.00000043,800000.0
2020/03/17 17:01:30.000000,DOGE/BTC,ask,0.00000037,200000.0
2020/03/17 17:01:30.000000,DOGE/BTC,ask,0.00000038,250000.0
2020/03/17 17:01:30.000000,DOGE/BTC,ask,0.00000039,300000.0
2020/03/17 17:01:36.000000,ETH/BTC,bid,0.02240,2.0
2020/03/17 17:01:36.000000,ETH/BTC,bid,0.02230,2.2
2020/03/17 17:01:36.000000,ETH/BTC,bid,0.02220,2.4
2020/03/17 17:01:36.000000,ETH/BTC,bid,0.02210,2.6
2020/03/17 17:01:36.000000,ETH/BTC,bid,0.02200,2.8
2020/03/17 17:01:36.000000,ETH/BTC,ask,0.02180,1.0
2020/03/17 17:01:36.000000,ETH/BTC,ask,0.02185,1.1
2020/03/17 17:01:36.000000,ETH/BTC,ask,0.02190,1.2
2020/03/17 17:01:36.000000,BTC/USDT,bid,43140.0,0.15
2020/03/17 17:01:36.000000,BTC/USDT,bid,43110.0,0.20
2020/03/17 17:01:36.000000,BTC/USDT,bid,43080.0,0.25
2020/03/17 17:01:36.000000,BTC/USDT,bid,43050.0,0.30
2020/03/17 17:01:36.000000,BTC/USDT,ask,42960.0,0.10
2020/03/17 17:01:36.000000,BTC/USDT,ask,42990.0,0.12
2020/03/17 17:01:36.000000,DOGE/BTC,bid,0.00000047,500000.0
2020/03/17 17:01:36.000000,DOGE/BTC,bid,0.00000046,600000.0
2020/03/17 17:01:36.000000,DOGE/BTC,bid,0.00000045,700000.0
2020/03/17 17:01:36.000000,DOGE/BTC,bid,0.00000044,800000.0
2020/03/17 17:01:36.000000,DOGE/BTC,ask,0.00000038,200000.0
2020/03/17 17:01:36.000000,DOGE/BTC,ask,0.00000039,250000.0
